ticker_symbol,period_ending,accounts_payable,accounts_receivable,add'l_income/expense_items,after_tax_roe,capital_expenditures,capital_surplus,cash_ratio,cash_and_cash_equivalents,changes_in_inventories,common_stocks,cost_of_revenue,current_ratio,deferred_asset_charges,deferred_liability_charges,depreciation,earnings_before_interest_and_tax,earnings_before_tax,effect_of_exchange_rate,equity_earnings/loss_unconsolidated_subsidiary,fixed_assets,goodwill,gross_margin,gross_profit,income_tax,intangible_assets,interest_expense,inventory,investments,liabilities,long-term_debt,long-term_investments,minority_interest,misc._stocks,net_borrowings,net_cash_flow,net_cash_flow-operating,net_cash_flows-financing,net_cash_flows-investing,net_income,net_income_adjustments,net_income_applicable_to_common_shareholders,net_income-cont._operations,net_receivables,non-recurring_items,operating_income,operating_margin,other_assets,other_current_assets,other_current_liabilities,other_equity,other_financing_activities,other_investing_activities,other_liabilities,other_operating_activities,other_operating_items,pre-tax_margin,pre-tax_roe,profit_margin,quick_ratio,research_and_development,retained_earnings,sale_and_purchase_of_stock,"sales,_general_and_admin.",short-term_debt_/_current_portion_of_long-term_debt,short-term_investments,total_assets,total_current_assets,total_current_liabilities,total_equity,total_liabilities,total_liabilities_&_equity,total_revenue,treasury_stock,for_year,earnings_per_share,estimated_shares_outstanding,year,symbol,price_year,yearly_price,security,sec_filings,gics_sector,gics_sub_industry,address_of_headquarters,date_first_added,cik,pe_ratio
BHI,12/31/2015,-0.405931628,-4.708015267,,0.333333333,-0.461194863,0.028178986,1.210526316,0.335632184,-3.375,0.006912442,-0.26997873,0.284615385,,-0.659459459,-0.03969129,-1.838055264,-1.994670727,0.785714286,,-0.261502814,-0.001808913,-0.6,-0.723829344,-1.713169643,-0.282019704,-0.064655172,-0.283996073,,-5.341207349,-0.005877843,,-0.2,,-0.818548387,0.712609971,-0.391804944,-0.699680511,-0.454490657,-2.144269924,-12.05660377,-2.144269924,-2.144269924,-0.448766278,,-1.838055264,0.25,0.774818402,1.050632911,,0.341789052,1,1.803030303,-0.032218092,1.893617021,,0.545454545,0.142857143,0.714285714,0.331395349,-0.239804241,-0.190604479,-1.302083333,-0.273068267,-0.313636364,,-0.164672009,-0.230552096,-0.401552728,-0.124939597,-0.237208391,-0.164672009,-0.358804122,,0.000496524,-2.142493639,0.001554744,2015,BHI,2015,-0.088479206,Baker Hughes Inc,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",,808362,-1.797834459
BHI,12/31/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,BHI,2016,,Baker Hughes Inc,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",,808362,
BIIB,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,BIIB,2013,,BIOGEN IDEC Inc.,reports,Health Care,Biotechnology,"Weston, Massachusetts",,875045,
BIIB,12/31/2014,0.262262898,3.892792793,-0.1,0.227272727,0.168493707,0.042883689,0.185714286,0.999628254,-0.237802378,-0.21875,0.365279235,0.127071823,,-0.775536005,0.294150837,0.581879864,0.581879864,-6.1125,-0.122093023,0.00856224,0.427672283,0,0.404609433,0.647088186,-0.099706726,,0.220024795,-1.451987448,-0.413707269,-0.020479953,0.82383401,7.389261745,,-0.99403183,25.91213389,0.254573366,0.054989532,-0.038449554,0.575900768,0.48973607,0.575900768,0.563927304,0.463045973,,0.579169151,0.138888889,,0.369984169,,1.144530546,3.317073171,-0.880442759,-0.013850987,-0.321473159,0.428404783,0.138888889,0.275862069,0.111111111,0.166666667,0.311128038,0.462230682,1.494452774,0.220589872,-0.11276474,0.03278633,0.206633716,0.423891359,0.261517654,0.253909113,0.080974243,0.206633716,0.399743227,0.51409306,0.000496771,0.580152672,-0.002690818,2014,BIIB,2014,0.477060434,BIOGEN IDEC Inc.,reports,Health Care,Biotechnology,"Weston, Massachusetts",,875045,-0.065241948
BIIB,12/31/2015,0.161580135,-0.996133309,12.74444444,0.407407407,1.23419041,-1,0.602409639,0.085567267,-0.061861216,0,0.059265585,0.274509804,,1.392720307,-0.127452405,0.202830903,0.202830903,0.119804401,-0.17218543,0.238942063,0.513350756,0,0.116158597,0.173451864,0.014049895,,0.11119403,2.242189308,-1.769883951,10.23815268,0.738192603,-0.58,,-2196.703704,-0.768501244,0.263077394,-2.304934515,1.951134154,0.208600245,-1.482283465,0.208600245,0.2017211,-0.021766722,,0.231245595,0.097560976,,1.701420271,,2.764705882,3.203389831,1.835549872,0.393324104,0.168353266,-0.218864843,0.073170732,0.378378378,0.1,0.339285714,0.06306116,0.315007702,4.945185719,-0.022704477,0.548387097,2.31069477,0.362571343,0.477464168,0.162120734,-0.132870756,1.890150327,0.362571343,0.109292715,0,0.000496524,0.238325282,-0.024004223,2015,BIIB,2015,0.108818554,BIOGEN IDEC Inc.,reports,Health Care,Biotechnology,"Weston, Massachusetts",,875045,-0.104582156
BIIB,12/31/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,BIIB,2016,,BIOGEN IDEC Inc.,reports,Health Care,Biotechnology,"Weston, Massachusetts",,875045,
BK,12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,BK,2012,,The Bank of New York Mellon Corp.,reports,Financials,Banks,"New York, New York",,1390777,
BK,12/31/2013,-0.027742621,,-0.12962963,-0.142857143,-0.06595092,0.022014052,,0.068391358,,0,,,,,0.114767255,0.058853765,0.125111707,-3.090909091,,-0.002411091,-0.00011065,0,0.028496696,0.890736342,-0.074235808,-0.357677903,,-0.694150953,1.384615385,-0.017809509,0.03263971,-0.06002401,0.292134831,0.02284451,2.139492754,-1.394106814,-0.447787048,-0.550821792,-0.136643414,-1.371428571,-0.156676313,-0.136643414,0.047217538,-0.385041551,0.138028169,0.090909091,0.021583762,,0.061090229,0.387247278,-0.472626763,-0.430976431,-0.193078324,1.794617564,0.009868421,0.086956522,0.111111111,-0.176470588,,,0.090958829,15.26666667,0.048508181,0.254861558,,0.043249116,,,0.029260794,0.044829008,0.043249116,0.028496696,0.485335856,0.000497018,-0.142156863,0.006427106,2013,BK,2013,0.322860718,The Bank of New York Mellon Corp.,reports,Financials,Banks,"New York, New York",,1390777,0.542077637
BK,12/31/2014,0.282608696,,-0.354609929,0.166666667,0.298850575,0.025997834,,-0.076191396,,0,,,,,-0.069834413,-0.049271845,-0.056658724,1.782608696,,-0.157703927,-0.011287556,0,0.04731629,-0.427135678,-0.073000898,0.032069971,,3.834710744,1.023655914,-0.037622813,0.137397829,0.319284802,-0.004347826,1.753602305,-0.705712637,-7.984423676,-0.498815697,-0.115530303,0.220057034,-6.917948718,0.22254902,0.220057034,-0.022544283,1.627627628,-0.04510451,-0.083333333,-0.016183947,,0.018151948,0.831838565,-0.834381551,4.520710059,0.033039196,-1.668018246,-0.185667752,-0.08,0,0.142857143,,,0.108513039,4.217213115,-0.013310079,0.17703202,,0.028802508,,,-0.001493453,0.03217326,0.028802508,0.04731629,0.531528662,0.000496771,0.24,-0.016083037,2014,BK,2014,0.218826163,The Bank of New York Mellon Corp.,reports,Financials,Banks,"New York, New York",,1390777,-0.017075675
BK,12/31/2015,0.010575459,,-0.087912088,0.142857143,-0.240202276,0.025826362,,0.110213386,,0,,,,,0.127708978,0.157773806,0.188605108,-1.328125,,-0.010760402,-0.014046673,0,-0.044603489,0.110745614,-0.069057427,-0.152542373,,-0.768478632,-0.094580234,-0.25852147,-0.027657639,-0.285575992,-0.126637555,-0.321690215,-1.849019608,-0.079616414,0.939583599,0.694817987,0.23022984,-1.618717504,0.224137931,0.23022984,-0.074135091,-0.593142857,0.195852535,0.272727273,-0.061391865,,0.051683348,0.591187271,4.18463553,-0.603429796,0.093961065,-1.157056146,0.684,0.217391304,0.1,0.3125,,,0.129559464,-0.204241948,-0.027537445,0.308047781,,0.022000867,,,0.015918378,0.022655536,0.022000867,-0.044603489,0.4897068,0.000496524,0.258064516,-0.022124999,2015,BK,2015,0.133072236,The Bank of New York Mellon Corp.,reports,Financials,Banks,"New York, New York",,1390777,-0.099352838
BLL,12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,BLL,2012,,Ball Corp,reports,Materials,Metal & Glass Containers,"Broomfield, Colorado",10/31/1984,9389,
BLL,12/31/2013,0.012078675,132.6666667,0.854304636,-0.083333333,0.240327869,,1.2,1.389431361,-0.264604811,0.050764884,-0.041622526,-0.079136691,,0.257816258,0.060091905,-0.010317256,-0.02014775,6,-1.461538462,0.0419906,0.017080614,0.055555556,0.019850163,-0.131242741,0.086343115,0.022246941,-0.01541555,,-4.783018868,0.03150423,,0.091220068,,2.735218509,28.14457831,-0.016643226,-0.581022797,0.06488764,0.026495079,-0.579310345,0.026495079,0.029613836,-0.084128825,,0.006198608,0,,,0.099709182,-0.290862656,1.340909091,-0.984313725,-0.165657055,-0.846153846,0.060091905,0,-0.094339623,0,-0.025974026,,0.102463137,-0.192875936,0.018636084,0.922656961,,0.041733825,0.056210994,0.143314747,0.098690113,0.031802894,0.041733825,-0.03063292,0.131046782,0.000497018,0.068965517,-0.03973041,2013,BLL,2013,0.106895465,Ball Corp,reports,Materials,Metal & Glass Containers,"Broomfield, Colorado",10/31/1984,9389,0.035482854
BLL,12/31/2014,0.298201758,-2.899002494,0.182142857,0.363636364,0.033042559,,-0.545454545,-0.539903846,-2.112149533,0.049054154,0.004087035,-0.1015625,,-0.416826004,-0.063354451,0.049648163,0.106237149,-0.971428571,2.833333333,0.02461746,-0.060507563,0,0.04633641,0.002005348,-0.009004329,-0.130032644,-0.011280755,,-10.05985037,-0.059293009,,0.078892372,,-2.437370957,-1.928482844,0.206793802,3.143627451,0.032445265,0.155358899,0.538641686,0.155358899,0.14588127,0.076758231,,0.054312296,0.111111111,,,-0.162070268,1.089235694,-1.252427184,-0.25,0.140658277,-9.772727273,-0.063354451,0.142857143,0.291666667,0,-0.133333333,,0.101122172,-0.097041123,0.099718536,-0.585660199,,-0.031890952,-0.063701485,0.041195393,-0.156377593,-0.008778313,-0.031890952,0.012033396,0.104572587,0.000496771,0.215053763,-0.049129402,2014,BLL,2014,0.311870224,Ball Corp,reports,Materials,Metal & Glass Containers,"Broomfield, Colorado",10/31/1984,9389,0.079680804
BLL,12/31/2015,0.074725138,-1.228496389,2.519637462,-0.511111111,0.350818833,,0,0.170323929,-5.071428571,-0.149916026,-0.064199319,-0.113043478,,0.132459016,0.016375934,-0.393296089,-0.46483891,-24.75,0.913043478,0.104990332,-0.034597472,0,-0.077887789,-0.686457638,0.006814608,-0.104440275,-0.116356841,,-1.04954583,0.688222326,,-0.95157385,,-5.790998324,-1.145146928,-0.005728395,-3.055010056,5.951200818,-0.402340426,3.232876712,-0.402340426,-0.391767068,-0.039623666,,-0.278321011,-0.2,,,0.506311993,0.225627274,-18.84615385,3653.666667,-0.026393957,-2.373056995,0.016375934,-0.5,-0.548387097,-0.2,-0.076923077,,0.048448319,-0.723687864,0.180987203,-0.558537978,,0.291374983,-0.055975794,0.067171617,0.211208983,0.304042582,0.291374983,-0.066861144,-0.075197553,0.000496524,-0.395280236,-0.011675143,2015,BLL,2015,0.14875235,Ball Corp,reports,Materials,Metal & Glass Containers,"Broomfield, Colorado",10/31/1984,9389,0.89964413
BMY,12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,BMY,2012,,Bristol-Myers Squibb,reports,Health Care,Health Care Distributors,"New York, New York",,14272,
BMY,12/31/2013,-0.035304768,-1.777777778,-3.5625,0.214285714,-0.020072993,-0.286562732,0.058823529,1.165458937,-0.563106796,0,0.001952278,0.32173913,1.502463054,-0.825504879,0.12041116,0.235470085,0.235470085,-26,,-0.141383836,-0.07059594,-0.027027027,-0.095688264,-2.931677019,-0.735930736,,-0.095956548,-1.034294622,114.6153846,0.215133983,0.063582174,4.466666667,,-11,-1.468446602,-0.489266676,-0.753519502,-0.914969526,0.307653061,-0.998177677,0.307653061,0.307653061,0.081410256,-1,0.369911504,0.461538462,0.579646018,21.06197183,5.893333333,-0.331355403,,-1.001206111,-0.279201331,-0.360807401,,0.384615385,0.117647059,0.454545455,0.473684211,-0.044313525,0.006690496,-1.067525773,-0.01554714,-0.565375303,-0.199488491,0.075075912,0.986766096,0.502596932,0.112383469,0.052258238,0.075075912,-0.070143579,-0.054348404,0.000497018,0.333333333,-0.019260204,2013,BMY,2013,0.316935143,Bristol-Myers Squibb,reports,Health Care,Health Care Distributors,"New York, New York",,14272,-0.012298643
BMY,12/31/2014,0.048482953,-0.5,0.024390244,-0.235294118,-0.020484171,-0.215920916,1.444444444,0.55354155,4.644444444,0,-0.148733492,0.138157895,0.801181102,0.00130039,-0.387942333,-0.176409547,-0.176409547,1.32,,-0.035378904,-0.009723788,0.041666667,0.015383308,0.131832797,-0.243744607,,0.041388518,35.90909091,-0.507651364,-0.092594913,0.176407793,0.597560976,,-1.396330275,0.028497409,-0.111988717,1.281835206,-3.125874126,-0.218103785,55.375,-0.218103785,-0.218103785,-0.005334914,,-0.163113695,-0.157894737,-0.56512605,-0.926072523,-0.794795147,0.132648295,,373,0.058633426,-0.956578947,,-0.166666667,-0.157894737,-0.1875,0.1,0.215223801,-0.012472688,1.198473282,-0.023689006,0.643454039,0.985090522,-0.12549233,-0.227743709,-0.319855305,-0.019928732,-0.1937452,-0.12549233,-0.030881904,-0.045393258,0.000496771,-0.224358974,0.008064542,2014,BMY,2014,0.190690158,Bristol-Myers Squibb,reports,Health Care,Health Care Distributors,"New York, New York",,14272,0.535104667
BMY,12/31/2015,0.02550716,2.738095238,-1.89047619,-0.153846154,0.558935361,-0.03185136,-0.397727273,-0.571890145,-1.381889764,0,-0.00584944,-0.248554913,2.108196721,-0.238961039,-0.194860814,-0.127677446,-0.127677446,-2.637931034,,-0.00113199,-0.020777003,0.013333333,0.058926927,0.267045455,-0.190530519,,-0.217307692,-0.785098522,-1.883783784,-0.095553714,0.057168784,0.20610687,,1.634259259,-2.605037783,-0.418043202,0.375051293,-2.292763158,-0.219061876,0.89135255,-0.219061876,-0.219061876,-0.146007151,,-0.27055191,-0.3125,0.798711755,0.079447323,-0.140531277,0.017731959,,-1.119726679,-0.053205408,-15.27272727,,-0.133333333,-0.0625,-0.307692308,-0.253246753,0.30569034,-0.02851787,-0.076388889,0.003940274,-0.76440678,0.011266094,-0.059290646,-0.287034502,-0.052476067,-0.039455966,-0.074879611,-0.059290646,0.042886832,-0.02548258,0.000496524,-0.223140496,0.005250138,2015,BMY,2015,0.235874638,Bristol-Myers Squibb,reports,Health Care,Health Care Distributors,"New York, New York",,14272,0.590859907
BSX,12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,BSX,2012,,Boston Scientific,reports,Health Care,Health Care Equipment,"Marlborough, Massachusetts[4]",,885725,
BSX,12/31/2013,0.051451187,-3.72972973,-0.486486486,-0.966101695,0.084070796,0.009130197,0,0.048309179,-1.106060606,0.066666667,-0.074499787,-0.035087719,,-0.181552831,0.008784773,-1.02626105,-0.945702459,-1.333333333,,-0.011508951,-0.046877616,0.029411765,0.014081633,1.615384615,-0.053903641,0.24137931,0.014705882,2,-0.256505576,-0.003527752,,,,-0.473684211,-1.166666667,-0.1328125,-0.183246073,-0.179620035,-0.970255654,-0.917679431,-0.970255654,-0.970255654,-0.033333333,-0.81138146,-1.031023785,-0.962264151,0.212418301,0.074733096,-0.099206349,-4.212121212,0.13253012,-0.438235294,0.008637613,-2.338235294,0.037974684,-0.947368421,-0.95,-0.964285714,-0.041322314,-0.028216704,0.014321221,-0.264248705,0.058916568,-0.25,,-0.033986242,-0.003639974,0.029345372,-0.048180495,-0.024504084,-0.033986242,-0.014622707,0.457875458,0.000497018,-0.968858131,-0.044875997,2013,BSX,2013,0.684981085,Boston Scientific,reports,Health Care,Health Care Equipment,"Marlborough, Massachusetts[4]",,885725,53.10661485
BSX,12/31/2014,0.38770389,-1.524752475,0.052631579,0,0.057142857,0.007479341,0.75,1.705069124,10.57142857,0,0.016559338,-0.23030303,,-0.134094151,0.065312046,-3.900990099,1.282511211,3,,-0.025226391,0.036009134,0,0.040450795,2.823529412,-0.057815126,-0.333333333,0.054626533,-0.692307692,4.115,-0.093462355,,,,-1,36,0.143243243,-0.759615385,0.568421053,-0.016528926,-1.857938719,-0.016528926,-0.016528926,0.021943574,0.504264392,-3.508333333,1,0.09703504,0.466887417,0.017621145,0.358490566,-0.54787234,1.481675393,0.037757882,-1.362637363,0.068292683,1.333333333,1.666666667,0,-0.198275862,-0.051103368,0.013885648,-0.84741784,0.051904406,133.3333333,,0.027336914,0.197608768,0.560307018,-0.012540144,0.053329346,0.027336914,0.033179336,0.078517588,0.000496771,0,-0.016528926,2014,BSX,2014,0.34040874,Boston Scientific,reports,Health Care,Health Care Equipment,"Marlborough, Massachusetts[4]",,885725,0.34040874
BSX,12/31/2015,-0.014918626,-1.320754717,-2.95,1,-0.046332046,0.009399509,-0.380952381,-0.456558773,-1.037037037,0,-0.016742081,0.125984252,,-0.394563427,0.096730245,0.249146758,0.277013752,0,,-0.01128069,0.097490675,0.014285714,0.025918762,0.053846154,0.10488762,0.314814815,0.073995772,16.08333333,-0.690127077,0.477219474,,,,,-1.724324324,-0.527186761,-9.813333333,1.934228188,1.008403361,-0.201298701,1.008403361,1.008403361,0.086503067,-0.104181432,0.086378738,0,0.240786241,-0.176072235,0.073593074,-0.388888889,1.611764706,2.658227848,0.115528882,-0.303030303,0.130136986,0.285714286,0.25,0.5,0.086021505,0.072215422,0.027390954,-2.753846154,0.063542776,-0.992555831,,0.065143327,-0.037437604,-0.146170063,-0.021217284,0.117914261,0.065143327,0.013143631,0,0.000496524,1,0.004201681,2015,BSX,2015,0.334986673,Boston Scientific,reports,Health Care,Health Care Equipment,"Marlborough, Massachusetts[4]",,885725,-0.332506663
BWA,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,BWA,2013,,BorgWarner,reports,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",12/19/2011,908255,
BWA,12/31/2014,0.085917176,1.712104689,0.145833333,0,0.347534706,-0.008467778,-0.362068966,-0.150824907,1.682432432,0,0.113894984,-0.203488372,,,0.103540414,0.126976744,0.129571325,-4.043650794,0.087356322,0.079663814,0.00726817,0,0.127704655,0.340357306,,0.064327485,0.103907444,,31.38709677,-0.298432909,-0.004443347,0.040389972,,-2.934588235,-1.633154602,0.115470228,0.489660266,0.728430353,0.050456511,1.887530562,0.050456511,0.050456511,0.166945035,,0.126870907,0.090909091,-0.301213172,0.555555556,,26.4,,-4.093939394,0.020165703,-0.135422827,,0,0.130434783,0,-0.208333333,,0.169855857,-0.371893745,0.12871992,2.09375,,0.044961689,0.061568698,0.335180738,0.015615346,0.076093433,0.044961689,0.116787241,0.144389439,0.000496771,0.058608059,-0.007700251,2014,BWA,2014,0.334057781,BorgWarner,reports,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",12/19/2011,908255,0.260199911
BWA,12/31/2015,0.240401424,-0.671089666,0.363636364,-0.055555556,0.025399645,-0.002427184,-0.324324324,-0.27588368,0.332493703,0,-0.034907692,-0.02919708,,,-0.030871671,-0.022699133,-0.049313894,-0.146023468,-0.154334038,0.16915803,0.45782533,0,-0.030346163,-0.041695147,2.598941099,0.659340659,0.430887878,,-0.425298805,1.944157476,0.142821721,0.041499331,,-4.744587692,0.553281581,0.082439511,-4.651958354,1.644865434,-0.070295822,-0.298899238,-0.070295822,-0.070295822,0.08320864,,-0.024904016,0,0.19047619,0.297235023,,0.590719499,,10.70323213,0.115691082,-0.285225718,,0,-0.038461538,0,-0.105263158,,0.132630276,1.360845839,-0.036962281,-0.292287959,,0.221043165,0.055338629,0.08716908,-0.017283336,0.459660003,0.221043165,-0.033942999,0.391973083,0.000496524,-0.058823529,-0.012189311,2015,BWA,2015,-0.126926749,BorgWarner,reports,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",12/19/2011,908255,-0.072359671
BWA,12/31/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,BWA,2016,,BorgWarner,reports,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",12/19/2011,908255,
BXP,12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,BXP,2012,,Boston Properties,reports,Real Estate,REITs,"Boston, Massachusetts",,1037540,
BXP,12/31/2013,1.269945636,-1.019131937,0.614202362,1.166666667,-0.196351257,0.084330495,,1.269853106,,0.009234828,0.156165693,,0.503565752,,0.245247157,0.057594266,0.006768232,,,0.322599866,,0,0.156069011,,,0.087378641,,-1.723686434,-0.707795537,0.292754822,-0.766789468,1.42188851,0.021023391,187.2077333,-2.693686878,0.209934225,-8.375265999,-0.583234223,1.588679441,13.77300097,1.560863111,1.518938786,-0.326041812,,0.05903133,-0.085714286,1.03594526,,,-0.163638995,,3.485784498,0.82673522,-0.223124407,0.257386039,-0.153846154,-0.2,1.1875,,,-0.013029049,2.638045814,0.248352562,,0.036606803,0.304866456,,,0.126364486,0.402698067,0.310948383,0.156103933,0,0.000497018,1.523316062,0.025903762,2013,BXP,2013,-0.003138643,Boston Properties,reports,Real Estate,REITs,"Boston, Massachusetts",,1037540,-0.604939955
BXP,12/31/2014,0.486640876,-30.0496614,13.74116195,-0.384615385,-0.553554013,0.107339346,,-0.254555233,,0.000653595,0.120719002,,-0.059591837,,0.111737416,0.42116021,1.160846487,,-0.972305423,-0.008120909,,0,0.123401186,,,0.019833065,,-5.54194735,6.873502131,-0.124508354,0.358017839,0.693433605,0.051029525,-2.807983802,-1.45501561,-0.105887964,-1.586791765,0.24873085,-0.408369576,-0.500418275,-0.416098868,-0.275167928,0.038712245,-1,0.182419041,0.03125,-0.108658532,,,-0.19487712,,0.470789114,-0.153001272,-0.266925103,0.121176448,1,1.25,-0.457142857,,,6.023951655,0.826208281,-0.12809102,,7.519448961,-0.014348395,,,-0.00763871,-0.013554347,-0.011866761,0.122432323,0,0.000496771,-0.41889117,0.018106066,2014,BXP,2014,0.119277243,Boston Properties,reports,Real Estate,REITs,"Boston, Massachusetts",,1037540,0.926106069
BXP,12/31/2015,-0.385375566,-4.599813505,1.152868566,0.25,-0.087547368,0.005650486,,-0.589514707,,0.003265839,0.046048355,,-0.118915195,,0.017450638,0.256945238,0.525397913,,0.783224998,-0.008483981,,0,0.035245668,,,-0.051667277,,-0.244838701,-0.338646306,-0.086296459,0.200847533,-0.012760934,-1,-0.957861723,0.726346963,0.149317162,1.464154994,-0.57868608,0.314453429,0.356678934,0.322076789,0.314453429,0.154555818,,0.059293709,0.03030303,0.125802763,,,0.516981943,,0.53446054,-0.037140496,2.186630829,0.017450638,0.454545455,0.555555556,0.210526316,,,0.024247702,-1.069449522,-0.044074571,,-0.848580299,-0.075794673,,,0.002130308,-0.10704296,-0.075765254,0.039141877,0,0.000496524,0.339222615,-0.018495197,2015,BXP,2015,0.086415029,Boston Properties,reports,Real Estate,REITs,"Boston, Massachusetts",,1037540,-0.188771892
C,12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,C,2012,,Citigroup Inc.,reports,Financials,Banks,"New York, New York",5/31/1988,831001,
C,12/31/2013,-0.057986775,,-0.769916949,0.75,-0.031631521,0.007538232,,0.140108228,,0.033333333,,,,,0.290405904,0.26521785,1.530607029,-6.686131387,,,-0.025863748,0,0.141253084,882.7142857,-0.112515359,-0.215165923,,-0.265181957,-0.209987783,-0.070797607,-0.017836335,-0.079055441,,-0.783457543,-1.847265222,-7.103454931,-2.84737221,-4.010977419,0.811298236,0.186634265,0.811298236,0.741621898,0.141574033,-0.259917333,3.165719283,2.5,-0.133122909,,0.040527209,0.132398201,-0.416424239,-0.34251607,-0.116198481,-3.964106474,-0.264125646,1.230769231,1.5,0.538461538,,,0.136582523,0.369575817,-0.033089174,-0.003065376,,0.008431564,,,0.080878502,0.000257816,0.008431564,0.141253084,0.957497048,0.000497018,0.733067729,0.045139902,2013,C,2013,0.499458324,Citigroup Inc.,reports,Financials,Banks,"New York, New York",5/31/1988,831001,-0.134795312
C,12/31/2014,-0.028432048,,-0.237967914,-0.571428571,-0.029799427,0.007332568,,-0.116597613,,0,,,,,0.086359737,-0.210900803,-0.257600242,0.56097561,,,-0.056659603,0,0.023662809,0.16343356,-0.096914557,-0.153736787,,-0.109292564,-4.586216895,0.097727038,0.01461879,-0.157748049,,0.359121187,-1.338459196,-0.267234837,-4.042781675,-1.312925617,-0.464821729,-0.025496621,-0.464821729,-0.448883666,0.106917504,0.454848771,-0.258370946,-0.285714286,-0.031386736,,-0.071199961,0.21340093,-2.281680057,0.353351955,0.419604572,-1.244031034,-0.132483082,-0.275862069,-0.3,-0.45,,,0.060125216,-0.30259879,0.134327146,-0.116907215,,-0.020315553,,,0.028609321,-0.026280352,-0.020315553,0.023662809,0.766586248,0.000496771,-0.491954023,0.053405194,2014,C,2014,0.040148315,Citigroup Inc.,reports,Financials,Banks,"New York, New York",5/31/1988,831001,1.047350756
C,12/31/2015,0.029551552,,0.196491228,1.666666667,-0.055522741,0.002861668,,-0.124128839,,0,,,,,-0.026849171,0.294318622,0.688728658,-0.566200658,,,-0.052687352,0,-0.022727926,0.033764068,-0.185063513,-0.129218408,,-0.659215703,-1.804948387,-0.119655028,-0.048430736,-0.18266049,,2.113585555,-6.041835358,-0.1425458,-0.078226839,-0.479287664,1.358686731,-0.335925187,1.358686731,1.316897655,-0.025898167,-0.446355569,0.708583964,0.75,0.022715723,,0.009512616,0.263955892,-1.176990235,5.717234262,-0.293086832,-4.7189531,0.077407741,0.714285714,0.571428571,1.272727273,,,0.135670163,-0.822868811,-0.206008737,-0.276986534,,-0.060238923,,,0.055532031,-0.075149081,-0.060238923,-0.022727926,1.621031069,0.000496524,1.447963801,-0.036469931,2015,C,2015,0.061418828,Citigroup Inc.,reports,Financials,Banks,"New York, New York",5/31/1988,831001,-0.566407466
CAG,5/26/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,CAG,2013,,ConAgra Foods Inc.,reports,Consumer Staples,Packaged Foods & Meats,"Omaha, Nebraska",8/31/1983,23217,
